Unnamed: 0,m/z,Composition,Glycan Structure,Name,Glycoprofiles
208,1771,Hex(4)HexNAc(4)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:a-lgal-HEX-x:x|6:d
8b:b-dglc-HEX-x:x
9s:n-acetyl
10b:b-dgal-HEX-x:x
11b:b-dglc-HEX-x:x
12s:n-acetyl
13b:b-dgal-HEX-x:x
14b:a-lgal-HEX-x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(2+1)7d
7:1o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(3+1)11d
11:11d(2+1)12n
12:11o(4+1)13d
13:13o(2+1)14d
",1771-6,"['P1TS', 'P4TS', 'P6TA-FS', 'P6TA-FG', 'P8H', 'P9H']"
209,1771,Hex(4)HexNAc(4)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:a-lgal-HEX-x:x|6:d
5b:b-dglc-HEX-x:x
6s:n-acetyl
7b:b-dgal-HEX-x:x
8b:b-dglc-HEX-x:x
9s:n-acetyl
10b:b-dgal-HEX-x:x
11b:b-dglc-HEX-x:x
12s:n-acetyl
13b:b-dgal-HEX-x:x
14b:a-lgal-HEX-x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:1o(6+1)5d
5:5d(2+1)6n
6:5o(4+1)7d
7:7o(3+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(3+1)11d
11:11d(2+1)12n
12:11o(4+1)13d
13:13o(2+1)14d
",1771-7,"['P1TS', 'P10H']"
210,1812,Hex(3)HexNAc(5)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:a-lgal-HEX-x:x|6:d
8b:a-dgal-HEX-x:x
9s:n-acetyl
10b:b-dglc-HEX-x:x
11s:n-acetyl
12b:b-dgal-HEX-x:x
13b:a-lgal-HEX-x:x|6:d
14b:a-dgal-HEX-x:x
15s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(2+1)7d
7:6o(3+1)8d
8:8d(2+1)9n
9:1o(6+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:12o(2+1)13d
13:12o(3+1)14d
14:14d(2+1)15n
",1812-1,"['P1TI', 'P4TI', 'P6TA-FG', 'P7TA-AG']"
211,1812,Hex(3)HexNAc(5)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:a-lgal-HEX-x:x|6:d
5b:a-dgal-HEX-x:x
6s:n-acetyl
7b:b-dglc-HEX-x:x
8s:n-acetyl
9b:b-dgal-HEX-x:x
10b:b-dglc-HEX-x:x
11s:n-acetyl
12b:b-dgal-HEX-x:x
13b:a-lgal-HEX-x:x|6:d
14b:a-dgal-HEX-x:x
15s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
5:5d(2+1)6n
6:1o(6+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:12o(2+1)13d
13:12o(3+1)14d
14:14d(2+1)15n
",1812-2,"['P1TI', 'P6TA-FG']"
212,1812,Hex(3)HexNAc(5)dHex(2),"RES
1b:x-dgal-HEX-x:x
2b:x-dgal-HEX-x:x
3b:a-lgal-HEX-x:x|6:d
4b:a-dgal-HEX-x:x
5s:n-acetyl
6s:n-acetyl
LIN
1:1o(-1+1)2d
2:2o(2+1)3d
3:2o(3+1)4d
4:4d(2+1)5n
5:1d(2+1)6n
",1812-3,['P1TI']
213,1828,Hex(4)HexNAc(5)dHex(1),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5b:x-dgal-HEX-x:x
6s:n-acetyl
7b:b-dglc-HEX-x:x
8b:x-lgal-HEX-x:x|6:d
9b:x-dgal-HEX-x:x
10s:n-acetyl
11b:b-dglc-HEX-x:x
12b:x-dgal-HEX-x:x
13b:x-HEX-x:x
14s:n-acetyl
15s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(-1+1)5d
5:4d(2+1)6n
6:3o(6+1)7d
7:7o(-1+1)8d
8:7o(-1+1)9d
9:7d(2+1)10n
10:1o(6+1)11d
11:11o(-1+1)12d
12:12o(-1+1)13d
13:13d(2+1)14n
14:11d(2+1)15n
",1828-1,"['P1TI', 'P6TA-FG', 'P6TA-AG']"
214,1828,Hex(4)HexNAc(5)dHex(1),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:a-lgal-HEX-x:x|6:d
8b:a-dgal-HEX-x:x
9s:n-acetyl
10b:b-dglc-HEX-x:x
11s:n-acetyl
12b:b-dgal-HEX-x:x
13b:b-dglc-HEX-x:x
14s:n-acetyl
15b:b-dgal-HEX-x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(2+1)7d
7:6o(3+1)8d
8:8d(2+1)9n
9:3o(6+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:1o(6+1)13d
13:13d(2+1)14n
14:13o(4+1)15d
",1828-2,"['P1TI', 'P4TS', 'P8H']"
215,1842,NeuAc(2)Hex(3)HexNAc(3)dHex(1),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:a-dgro-dgal-NON-x:x|1:a|2:keto|3:d
5s:n-acetyl
6b:b-dglc-HEX-x:x
7b:x-lgal-HEX-x:x|6:d
8b:x-dgal-HEX-x:x
9b:b-dglc-HEX-x:x
10s:n-acetyl
11b:b-dgal-HEX-x:x
12b:a-dgro-dgal-NON-x:x|1:a|2:keto|3:d
13s:n-acetyl
14s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+2)4d
4:4d(5+1)5n
5:1o(6+1)6d
6:6o(-1+1)7d
7:6o(-1+1)8d
8:8o(3+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:11o(3+2)12d
12:12d(5+1)13n
13:6d(2+1)14n
",1842,['P10H']
216,1843,NeuAc(1)Hex(3)HexNAc(3)dHex(3),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:a-lgal-HEX-x:x|6:d
5b:b-dglc-HEX-x:x
6b:x-lgal-HEX-x:x|6:d
7b:x-dgal-HEX-x:x
8b:x-dglc-HEX-x:x
9b:x-lgal-HEX-x:x|6:d
10b:x-dgal-HEX-x:x
11b:a-dgro-dgal-NON-x:x|1:a|2:keto|3:d
12s:n-acetyl
13s:n-acetyl
14s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:1o(6+1)5d
5:5o(-1+1)6d
6:5o(-1+1)7d
7:7o(-1+1)8d
8:8o(-1+1)9d
9:8o(-1+1)10d
10:10o(3+2)11d
11:11d(5+1)12n
12:8d(2+1)13n
13:5d(2+1)14n
",1843,"['P5TA-AS', 'P10H']"
217,1844,Hex(5)HexNAc(5),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:b-dglc-HEX-x:x
8s:n-acetyl
9b:b-dgal-HEX-x:x
10b:b-dglc-HEX-x:x
11s:n-acetyl
12b:b-dgal-HEX-x:x
13b:b-dglc-HEX-x:x
14s:n-acetyl
15b:b-dgal-HEX-x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(3+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:12o(3+1)13d
13:13d(2+1)14n
14:13o(4+1)15d
",1844-1,"['P3TS', 'P6TA-FS', 'P8H']"
218,1844,Hex(5)HexNAc(5),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:b-dglc-HEX-x:x
8s:n-acetyl
9b:b-dgal-HEX-x:x
10b:b-dglc-HEX-x:x
11s:n-acetyl
12b:b-dgal-HEX-x:x
13b:b-dglc-HEX-x:x
14s:n-acetyl
15b:b-dgal-HEX-x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(3+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:12o(3+1)13d
13:13d(2+1)14n
14:13o(4+1)15d
",1844-2,['P3TS']
219,1844,Hex(5)HexNAc(5),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:x-dglc-HEX-x:x
5b:x-dgal-HEX-x:x
6s:n-acetyl
7b:b-dglc-HEX-x:x
8s:n-acetyl
9b:b-dgal-HEX-x:x
10b:x-dglc-HEX-x:x
11b:x-dgal-HEX-x:x
12b:x-dglc-HEX-x:x
13b:x-dgal-HEX-x:x
14s:n-acetyl
15s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(-1+1)4d
4:4o(-1+1)5d
5:4d(2+1)6n
6:1o(6+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(-1+1)10d
10:10o(-1+1)11d
11:11o(-1+1)12d
12:12o(-1+1)13d
13:12d(2+1)14n
14:10d(2+1)15n
",1844-3,"['P6TA-FS', 'P8H']"
220,1876,Hex(5)HexNAc(3)dHex(3),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:x-dglc-HEX-x:x
5b:x-lgal-HEX-x:x|6:d
6b:x-dgal-HEX-x:x
7b:a-lgal-HEX-x:x|6:d
8b:a-dgal-HEX-x:x
9s:n-acetyl
10b:b-dglc-HEX-x:x
11b:x-dgal-HEX-x:x
12b:a-lgal-HEX-x:x|6:d
13b:a-dgal-HEX-x:x
14s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(-1+1)4d
4:4o(-1+1)5d
5:4o(-1+1)6d
6:6o(2+1)7d
7:6o(3+1)8d
8:4d(2+1)9n
9:1o(6+1)10d
10:10o(-1+1)11d
11:11o(2+1)12d
12:11o(3+1)13d
13:10d(2+1)14n
",1876-1,"['P5TA-AS', 'P10H']"
221,1876,Hex(5)HexNAc(3)dHex(3),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:x-dglc-HEX-x:x
5b:x-lgal-HEX-x:x|6:d
6b:x-dgal-HEX-x:x
7b:a-lgal-HEX-x:x|6:d
8b:a-dgal-HEX-x:x
9s:n-acetyl
10b:b-dglc-HEX-x:x
11b:x-dgal-HEX-x:x
12b:a-lgal-HEX-x:x|6:d
13b:a-dgal-HEX-x:x
14s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(-1+1)4d
4:4o(-1+1)5d
5:4o(-1+1)6d
6:6o(2+1)7d
7:6o(3+1)8d
8:4d(2+1)9n
9:1o(6+1)10d
10:10o(-1+1)11d
11:11o(2+1)12d
12:11o(3+1)13d
13:10d(2+1)14n
",1876-2,"['P1TI', 'P10H']"
222,1885,Hex(4)HexNAc(6),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:x-HEX-x:x
8s:n-acetyl
9b:b-dglc-HEX-x:x
10s:n-acetyl
11b:b-dgal-HEX-x:x
12b:b-dglc-HEX-x:x
13s:n-acetyl
14b:b-dgal-HEX-x:x
15b:x-HEX-x:x
16s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(-1+1)7d
7:7d(2+1)8n
8:3o(6+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:1o(6+1)12d
12:12d(2+1)13n
13:12o(4+1)14d
14:14o(-1+1)15d
15:15d(2+1)16n
",1885,"['P4TI', 'P6TA-FS', 'P6TA-FG', 'P6TA-AG', 'P7TA-AG', 'P9H']"
223,1917,Hex(4)HexNAc(4)dHex(3),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5b:x-lgal-HEX-x:x|6:d
6b:x-dgal-HEX-x:x
7s:n-acetyl
8b:b-dglc-HEX-x:x
9b:x-lgal-HEX-x:x|6:d
10b:x-dgal-HEX-x:x
11s:n-acetyl
12b:b-dglc-HEX-x:x
13b:x-lgal-HEX-x:x|6:d
14b:x-dgal-HEX-x:x
15s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(-1+1)5d
5:4o(-1+1)6d
6:4d(2+1)7n
7:3o(6+1)8d
8:8o(-1+1)9d
9:8o(-1+1)10d
10:8d(2+1)11n
11:1o(6+1)12d
12:12o(-1+1)13d
13:12o(-1+1)14d
14:12d(2+1)15n
",1917-1,"['P6TA-FS', 'P8H', 'P9H']"
224,1917,Hex(4)HexNAc(4)dHex(3),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5b:x-lgal-HEX-x:x|6:d
6b:x-dgal-HEX-x:x
7b:a-lgal-HEX-x:x|6:d
8s:n-acetyl
9b:b-dglc-HEX-x:x
10b:x-dgal-HEX-x:x
11s:n-acetyl
12b:b-dglc-HEX-x:x
13s:n-acetyl
14b:b-dgal-HEX-x:x
15b:a-lgal-HEX-x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(-1+1)5d
5:4o(-1+1)6d
6:6o(2+1)7d
7:4d(2+1)8n
8:3o(6+1)9d
9:9o(-1+1)10d
10:9d(2+1)11n
11:1o(6+1)12d
12:12d(2+1)13n
13:12o(4+1)14d
14:14o(2+1)15d
",1917-2,['P8H']
225,1917,Hex(4)HexNAc(4)dHex(3),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:a-lgal-HEX-x:x|6:d
8b:b-dglc-HEX-x:x
9s:n-acetyl
10b:b-dgal-HEX-x:x
11b:a-lgal-HEX-x:x|6:d
12b:b-dglc-HEX-x:x
13b:x-lgal-HEX-x:x|6:d
14b:x-dgal-HEX-x:x
15s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(2+1)7d
7:3o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(2+1)11d
11:1o(6+1)12d
12:12o(-1+1)13d
13:12o(-1+1)14d
14:12d(2+1)15n
",1917-3,"['P2TS', 'P4TS', 'P6TA-FS', 'P6TA-FG', 'P6TA-AS', 'P8H']"
226,1917,Hex(4)HexNAc(4)dHex(3),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5b:x-lgal-HEX-x:x|6:d
6b:x-dgal-HEX-x:x
7b:a-lgal-HEX-x:x|6:d
8s:n-acetyl
9b:b-dglc-HEX-x:x
10s:n-acetyl
11b:b-dgal-HEX-x:x
12b:a-lgal-HEX-x:x|6:d
13b:b-dglc-HEX-x:x
14s:n-acetyl
15b:b-dgal-HEX-x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(-1+1)5d
5:4o(-1+1)6d
6:6o(2+1)7d
7:4d(2+1)8n
8:3o(6+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:11o(2+1)12d
12:1o(6+1)13d
13:13d(2+1)14n
14:13o(4+1)15d
",1917-4,['P8H']
227,1917,Hex(4)HexNAc(4)dHex(3),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:a-lgal-HEX-x:x|6:d
8b:b-dglc-HEX-x:x
9s:n-acetyl
10b:b-dgal-HEX-x:x
11b:a-lgal-HEX-x:x|6:d
12b:b-dglc-HEX-x:x
13s:n-acetyl
14b:b-dgal-HEX-x:x
15b:a-lgal-HEX-x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(2+1)7d
7:3o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(2+1)11d
11:1o(6+1)12d
12:12d(2+1)13n
13:12o(4+1)14d
14:14o(2+1)15d
",1917-5,"['P2TS', 'P4TS', 'P4TI', 'P6TA-FG', 'P6TA-AS', 'P8H', 'P9H', 'P10H']"
228,1958,Hex(3)HexNAc(5)dHex(3),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:a-lgal-HEX-x:x|6:d
5b:b-dglc-HEX-x:x
6b:x-dgal-HEX-x:x
7b:a-lgal-HEX-x:x|6:d
8b:a-dgal-HEX-x:x
9s:n-acetyl
10s:n-acetyl
11b:b-dglc-HEX-x:x
12s:n-acetyl
13b:b-dgal-HEX-x:x
14b:a-lgal-HEX-x:x|6:d
15b:a-dgal-HEX-x:x
16s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
5:5o(-1+1)6d
6:6o(2+1)7d
7:6o(3+1)8d
8:8d(2+1)9n
9:5d(2+1)10n
10:1o(6+1)11d
11:11d(2+1)12n
12:11o(4+1)13d
13:13o(2+1)14d
14:13o(3+1)15d
15:15d(2+1)16n
",1958,['P7TA-AG']
229,1974,Hex(4)HexNAc(5)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5b:x-lgal-HEX-x:x|6:d
6b:x-dgal-HEX-x:x
7s:n-acetyl
8b:b-dglc-HEX-x:x
9b:x-lgal-HEX-x:x|6:d
10b:x-dgal-HEX-x:x
11s:n-acetyl
12b:b-dglc-HEX-x:x
13b:x-dgal-HEX-x:x
14b:x-HEX-x:x
15s:n-acetyl
16s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(-1+1)5d
5:4o(-1+1)6d
6:4d(2+1)7n
7:3o(6+1)8d
8:8o(-1+1)9d
9:8o(-1+1)10d
10:8d(2+1)11n
11:1o(6+1)12d
12:12o(-1+1)13d
13:13o(-1+1)14d
14:14d(2+1)15n
15:12d(2+1)16n
",1974-1,"['P6TA-FS', 'P6TA-AG', 'P8H', 'P9H']"
230,1974,Hex(4)HexNAc(5)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:x-dglc-HEX-x:x
5b:x-dgal-HEX-x:x
6b:a-lgal-HEX-x:x|6:d
7b:a-dgal-HEX-x:x
8s:n-acetyl
9s:n-acetyl
10b:a-lgal-HEX-x:x|6:d
11b:b-dglc-HEX-x:x
12s:n-acetyl
13b:b-dgal-HEX-x:x
14b:x-dglc-HEX-x:x
15b:x-dgal-HEX-x:x
16s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(-1+1)4d
4:4o(-1+1)5d
5:5o(2+1)6d
6:5o(3+1)7d
7:7d(2+1)8n
8:4d(2+1)9n
9:3o(2+1)10d
10:1o(6+1)11d
11:11d(2+1)12n
12:11o(4+1)13d
13:13o(-1+1)14d
14:14o(-1+1)15d
15:14d(2+1)16n
",1974-3,"['P1TS', 'P8H', 'P10H']"
231,1974,Hex(4)HexNAc(5)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:a-lgal-HEX-x:x|6:d
8b:a-dgal-HEX-x:x
9s:n-acetyl
10b:b-dglc-HEX-x:x
11s:n-acetyl
12b:b-dgal-HEX-x:x
13b:a-lgal-HEX-x:x|6:d
14b:b-dglc-HEX-x:x
15s:n-acetyl
16b:b-dgal-HEX-x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(2+1)7d
7:6o(3+1)8d
8:8d(2+1)9n
9:3o(6+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:12o(2+1)13d
13:1o(6+1)14d
14:14d(2+1)15n
15:14o(4+1)16d
",1974-4,"['P2TS', 'P4TS', 'P4TI', 'P6TA-FG']"
232,1974,Hex(4)HexNAc(5)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:a-lgal-HEX-x:x|6:d
5b:b-dgal-HEX-x:x
6b:x-dgal-HEX-x:x
7b:x-dglc-HEX-x:x
8b:x-dgal-HEX-x:x
9b:x-dglc-HEX-x:x
10b:x-dgal-HEX-x:x
11b:a-lgal-HEX-x:x|6:d
12b:a-dgal-HEX-x:x
13s:n-acetyl
14s:n-acetyl
15s:n-acetyl
16s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:1o(6+1)5d
5:5o(-1+1)6d
6:6o(-1+1)7d
7:7o(-1+1)8d
8:8o(-1+1)9d
9:9o(-1+1)10d
10:10o(2+1)11d
11:10o(3+1)12d
12:12d(2+1)13n
13:9d(2+1)14n
14:7d(2+1)15n
15:5d(2+1)16n
",1974-5,['P8H']
233,1988,NeuAc(2)Hex(3)HexNAc(3)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:a-dgro-dgal-NON-x:x|1:a|2:keto|3:d
5s:n-acetyl
6b:b-dglc-HEX-x:x
7b:x-lgal-HEX-x:x|6:d
8b:x-dgal-HEX-x:x
9b:x-dglc-HEX-x:x
10b:x-lgal-HEX-x:x|6:d
11b:x-dgal-HEX-x:x
12b:a-dgro-dgal-NON-x:x|1:a|2:keto|3:d
13s:n-acetyl
14s:n-acetyl
15s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+2)4d
4:4d(5+1)5n
5:1o(6+1)6d
6:6o(-1+1)7d
7:6o(-1+1)8d
8:8o(-1+1)9d
9:9o(-1+1)10d
10:9o(-1+1)11d
11:11o(3+2)12d
12:12d(5+1)13n
13:9d(2+1)14n
14:6d(2+1)15n
",1988,"['P5TA-AS', 'P10H']"
234,1990,Hex(5)HexNAc(5)dHex(1),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:x-dglc-HEX-x:x
5b:x-dgal-HEX-x:x
6s:n-acetyl
7b:x-dglc-HEX-x:x
8b:x-dgal-HEX-x:x
9b:a-lgal-HEX-x:x|6:d
10s:n-acetyl
11b:b-dglc-HEX-x:x
12b:x-dgal-HEX-x:x
13b:x-dglc-HEX-x:x
14b:x-dgal-HEX-x:x
15s:n-acetyl
16s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(-1+1)4d
4:4o(-1+1)5d
5:4d(2+1)6n
6:3o(-1+1)7d
7:7o(-1+1)8d
8:8o(2+1)9d
9:7d(2+1)10n
10:1o(6+1)11d
11:11o(-1+1)12d
12:12o(-1+1)13d
13:13o(-1+1)14d
14:13d(2+1)15n
15:11d(2+1)16n
",1990-1,['P6TA-FS']
235,1990,Hex(5)HexNAc(5)dHex(1),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:x-dglc-HEX-x:x
5b:x-dgal-HEX-x:x
6s:n-acetyl
7b:x-dglc-HEX-x:x
8b:x-dgal-HEX-x:x
9b:a-lgal-HEX-x:x|6:d
10s:n-acetyl
11b:b-dglc-HEX-x:x
12b:x-dgal-HEX-x:x
13b:x-dglc-HEX-x:x
14b:x-dgal-HEX-x:x
15s:n-acetyl
16s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(-1+1)4d
4:4o(-1+1)5d
5:4d(2+1)6n
6:3o(-1+1)7d
7:7o(-1+1)8d
8:8o(2+1)9d
9:7d(2+1)10n
10:1o(6+1)11d
11:11o(-1+1)12d
12:12o(-1+1)13d
13:13o(-1+1)14d
14:13d(2+1)15n
15:11d(2+1)16n
",1990-2,['P6TA-FS']
236,1990,Hex(5)HexNAc(5)dHex(1),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:x-dglc-HEX-x:x
5b:x-dgal-HEX-x:x
6s:n-acetyl
7b:x-dglc-HEX-x:x
8b:x-dgal-HEX-x:x
9b:a-lgal-HEX-x:x|6:d
10s:n-acetyl
11b:b-dglc-HEX-x:x
12b:x-dgal-HEX-x:x
13b:x-dglc-HEX-x:x
14b:x-dgal-HEX-x:x
15s:n-acetyl
16s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(-1+1)4d
4:4o(-1+1)5d
5:4d(2+1)6n
6:3o(-1+1)7d
7:7o(-1+1)8d
8:8o(2+1)9d
9:7d(2+1)10n
10:1o(6+1)11d
11:11o(-1+1)12d
12:12o(-1+1)13d
13:13o(-1+1)14d
14:13d(2+1)15n
15:11d(2+1)16n
",1990-3,['P6TA-FS']
237,1990,Hex(5)HexNAc(5)dHex(1),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:x-dglc-HEX-x:x
5b:x-dgal-HEX-x:x
6s:n-acetyl
7b:x-dglc-HEX-x:x
8b:x-dgal-HEX-x:x
9b:a-lgal-HEX-x:x|6:d
10s:n-acetyl
11b:b-dglc-HEX-x:x
12b:x-dgal-HEX-x:x
13b:x-dglc-HEX-x:x
14b:x-dgal-HEX-x:x
15s:n-acetyl
16s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(-1+1)4d
4:4o(-1+1)5d
5:4d(2+1)6n
6:3o(-1+1)7d
7:7o(-1+1)8d
8:8o(2+1)9d
9:7d(2+1)10n
10:1o(6+1)11d
11:11o(-1+1)12d
12:12o(-1+1)13d
13:13o(-1+1)14d
14:13d(2+1)15n
15:11d(2+1)16n
",1990-4,['P6TA-FS']
